score	p-value
0.7984061241149902	1.9481215238206558e-06
0.798251211643219	3.8962430476413116e-06
0.798163890838623	5.844364571461968e-06
0.7981046438217163	7.792486095282623e-06
0.7973980903625488	9.74060761910328e-06
0.789411187171936	1.1688729142923936e-05
0.7851136922836304	1.3636850666744591e-05
0.7829847931861877	1.5584972190565246e-05
0.7828653454780579	1.7533093714385905e-05
0.7793622016906738	2.1429336762027214e-05
0.7780613899230957	2.3377458285847873e-05
0.776438295841217	2.5325579809668528e-05
0.7763866186141968	2.7273701333489183e-05
0.7721368074417114	3.116994438113049e-05
0.7719932794570923	3.311806590495115e-05
0.771377682685852	3.506618742877181e-05
0.7697766423225403	3.701430895259246e-05
0.7692297101020813	3.896243047641312e-05
0.7679963111877441	4.091055200023378e-05
0.7679606676101685	4.285867352405443e-05
0.7650078535079956	4.480679504787509e-05
0.7645644545555115	4.6754916571695746e-05
0.7641351222991943	4.87030380955164e-05
0.7631530165672302	5.0651159619337055e-05
0.760851263999939	5.259928114315771e-05
0.7602623701095581	5.4547402666978365e-05
0.7601915001869202	5.6495524190799024e-05
0.7601678967475891	5.8443645714619675e-05
0.7594239711761475	6.0391767238440333e-05
0.7593434453010559	6.233988876226099e-05
0.7592079043388367	6.428801028608164e-05
0.7584421634674072	6.62361318099023e-05
0.7580750584602356	6.818425333372296e-05
0.7571138143539429	7.013237485754362e-05
0.7570791244506836	7.208049638136426e-05
0.7564764022827148	7.402861790518492e-05
0.7562269568443298	7.597673942900558e-05
0.7558149099349976	7.792486095282624e-05
0.7556777000427246	7.98729824766469e-05
0.7555917501449585	8.182110400046755e-05
0.7551672458648682	8.37692255242882e-05
0.7547256350517273	8.571734704810886e-05
0.7539706230163574	8.766546857192952e-05
0.7532248497009277	8.961359009575017e-05
0.7531372308731079	9.156171161957083e-05
0.7515110373497009	9.350983314339149e-05
0.7501465082168579	9.545795466721214e-05
0.7492471933364868	9.74060761910328e-05
0.7479400038719177	9.935419771485345e-05
0.7479129433631897	0.00010130231923867411
0.7471444606781006	0.00010519856228631541
0.7459364533424377	0.00010714668381013607
0.7454020380973816	0.00010909480533395673
0.7451266050338745	0.00011104292685777739
0.7448765635490417	0.00011299104838159805
0.7448109984397888	0.0001149391699054187
0.7447488307952881	0.00011883541295306001
0.7447054386138916	0.00012078353447688067
0.7444337606430054	0.00012273165600070133
0.7443361282348633	0.00012467977752452197
0.7442869544029236	0.00012662789904834264
0.7441745400428772	0.0001285760205721633
0.7440475821495056	0.00013052414209598396
0.7433289289474487	0.0001324722636198046
0.7432262301445007	0.00013442038514362525
0.742652416229248	0.00013636850666744592
0.7423629760742188	0.00013831662819126656
0.7419776320457458	0.00014026474971508724
0.7418634295463562	0.00014221287123890788
0.7417764067649841	0.00014416099276272853
0.7410062551498413	0.0001461091142865492
0.7409335970878601	0.00014805723581036984
0.7408801913261414	0.00015000535733419051
0.7407292723655701	0.00015195347885801116
0.7405823469161987	0.00015390160038183183
0.7401874661445618	0.00015584972190565248
0.7400291562080383	0.00015779784342947312
0.7396115660667419	0.0001597459649532938
0.7393009066581726	0.00016169408647711444
0.7392791509628296	0.0001636422080009351
0.7390801310539246	0.00016559032952475575
0.7389909029006958	0.0001675384510485764
0.7389696836471558	0.00016948657257239707
0.7389577031135559	0.00017143469409621772
0.7389503717422485	0.0001733828156200384
0.7389065027236938	0.00017533093714385903
0.7388647198677063	0.00017727905866767968
0.7387372851371765	0.00017922718019150035
0.7386960983276367	0.000181175301715321
0.7386942505836487	0.00018312342323914167
0.7386815547943115	0.0001850715447629623
0.7386159896850586	0.00018701966628678298
0.7385908365249634	0.00018896778781060363
0.7384076714515686	0.00019091590933442427
0.7382603883743286	0.00019286403085824494
0.7382445335388184	0.0001948121523820656
0.7381871342658997	0.00019676027390588626
0.738146185874939	0.0001987083954297069
0.7379412651062012	0.00020065651695352755
0.7378554344177246	0.00020260463847734822
0.7377949953079224	0.00020455276000116887
0.7377938628196716	0.00020650088152498954
0.7377302050590515	0.00020844900304881018
0.737389087677002	0.00021039712457263083
0.7372857928276062	0.00021429336762027214
0.7372767329216003	0.00021624148914409282
0.7368640899658203	0.00021818961066791346
0.7367940545082092	0.00022013773219173413
0.7366809248924255	0.00022208585371555478
0.7366461157798767	0.00022403397523937542
0.7366178631782532	0.0002259820967631961
0.7366134524345398	0.00022793021828701674
0.7364518642425537	0.0002298783398108374
0.7362752556800842	0.00023182646133465806
0.7362352609634399	0.0002337745828584787
0.7362213134765625	0.00023572270438229937
0.7362196445465088	0.00023767082590612002
0.7361458539962769	0.0002396189474299407
0.7361339926719666	0.00024156706895376133
0.7361276745796204	0.00024351519047758198
0.7360376119613647	0.00024546331200140265
0.735856831073761	0.0002474114335252233
0.7358353137969971	0.00024935955504904394
0.7358344793319702	0.0002513076765728646
0.7358149290084839	0.0002532557980966853
0.7357987761497498	0.0002552039196205059
0.735791027545929	0.0002571520411443266
0.7357630729675293	0.00025910016266814725
0.7357537150382996	0.0002610482841919679
0.7357316613197327	0.00026299640571578853
0.7357168197631836	0.0002649445272396092
0.7357132434844971	0.0002668926487634299
0.7357127070426941	0.0002688407702872505
0.7357052564620972	0.00027078889181107117
0.7357020378112793	0.00027273701333489184
0.7356983423233032	0.0002746851348587125
0.7356977462768555	0.00027663325638253313
0.7356958985328674	0.0002785813779063538
0.7356955409049988	0.0002805294994301745
0.7356947660446167	0.0002824776209539951
0.7356943488121033	0.00028442574247781576
0.7356919050216675	0.00028637386400163643
0.7356917858123779	0.00028832198552545705
0.7356914281845093	0.0002902701070492777
0.7356913685798645	0.0002922182285730984
0.7356911301612854	0.00029416635009691907
0.7356907725334167	0.0002961144716207397
0.7356902956962585	0.00029806259314456036
0.7356899976730347	0.00030001071466838103
0.7356897592544556	0.00030195883619220165
0.7356893420219421	0.0003039069577160223
0.7356885671615601	0.000305855079239843
0.7356884479522705	0.00030780320076366366
0.7356883883476257	0.0003097513222874843
0.7356882691383362	0.00031169944381130495
0.7356882095336914	0.0003136475653351256
0.7356880903244019	0.00031559568685894624
0.7356879711151123	0.0003175438083827669
0.7356879115104675	0.0003194919299065876
0.735687792301178	0.0003214400514304082
0.7356877326965332	0.0003233881729542289
0.7356876730918884	0.00032533629447804955
0.7356871366500854	0.00032923253752569084
0.7356868982315063	0.0003350769020971528
0.735686719417572	0.00033702502362097347
0.7356866598129272	0.00033897314514479414
0.7356864809989929	0.0003409212666686148
0.7356864213943481	0.00034286938819243543
0.7356863617897034	0.0003467656312400768
0.7356863021850586	0.0003487137527638974
0.7356862425804138	0.00035066187428771806
0.735686182975769	0.00035455811733535935
0.7356861233711243	0.00035650623885918
0.7356860637664795	0.00036624684647828333
0.7356860041618347	0.0003798836971450279
0.7356858849525452	0.00039546866933559314
0.7356858253479004	0.0004285867352405443
0.7356857061386108	0.0004928747455266259
0.7356856465339661	0.0005259928114315771
0.7356855869293213	0.0064482822438463715
0.7356855273246765	0.006458022851465474
0.7356854677200317	0.0064852965527989635
0.735685408115387	0.006493089038894246
0.7356853485107422	0.006500881524989528
0.7356852889060974	0.00650282964651335
0.7356852293014526	0.006508674011084812
0.7356851696968079	0.006516466497180094
0.7356851100921631	0.006520362740227735
0.7356849312782288	0.006526207104799197
0.7356848120689392	0.006532051469370659
0.7356847524642944	0.00653399959089448
0.7356845736503601	0.006539843955465942
0.7356845140457153	0.006541792076989763
0.7356844544410706	0.006543740198513583
0.7356839776039124	0.006545688320037404
0.735683798789978	0.006547636441561225
0.7356835603713989	0.006549584563085045
0.7356833815574646	0.006551532684608866
0.735683262348175	0.006553480806132686
0.7356804609298706	0.0065554289276565075
0.735680341720581	0.006557377049180328
0.7356768250465393	0.006559325170704148
0.735676109790802	0.0065612732922279695
0.7356758713722229	0.00656322141375179
0.7356705665588379	0.00656516953527561
0.7356705069541931	0.006567117656799431
0.7356680631637573	0.006569065778323252
0.7356517314910889	0.006571013899847072
0.7356492280960083	0.006574910142894714
0.7356475591659546	0.0065768582644185345
0.7356331944465637	0.006578806385942355
0.7355582118034363	0.006580754507466176
0.7354816198348999	0.0065827026289899965
0.7354320883750916	0.006584650750513817
0.7354289293289185	0.006586598872037637
0.7354190945625305	0.006588546993561459
0.7353912591934204	0.006590495115085279
0.7353676557540894	0.006592443236609099
0.7352727651596069	0.006594391358132921
0.7351192831993103	0.006596339479656741
0.7351008653640747	0.0065982876011805615
0.7350727915763855	0.006600235722704382
0.7349406480789185	0.006602183844228203
0.7348549962043762	0.0066041319657520236
0.7348324656486511	0.006606080087275844
0.7347484230995178	0.006608028208799665
0.7347061038017273	0.006609976330323486
0.7346004247665405	0.006611924451847306
0.7345987558364868	0.006613872573371127
0.7345876097679138	0.006615820694894948
0.7345372438430786	0.006617768816418768
0.7345249652862549	0.0066197169379425885
0.7344745397567749	0.00662166505946641
0.7344303131103516	0.00662361318099023
0.734413206577301	0.0066255613025140506
0.7343349456787109	0.006627509424037872
